image_index,category,img_url,year,decade,num_persons,gender,age,body display
1,arts,https://api.time.com/wp-content/uploads/2014/11/15505.jpg,1923,1920s,1,male,Senior,portrait
2,arts,https://api.time.com/wp-content/uploads/2014/11/155021.jpg,1923,1920s,1,female,Young Adult,portrait
3,arts,https://api.time.com/wp-content/uploads/2014/11/155023.jpg,1923,1920s,1,male,Middle-Aged,full body
6,arts,https://api.time.com/wp-content/uploads/2014/11/155034-e1430862107116.jpg,1923,1920s,1,male,Senior,portrait
7,arts,https://api.time.com/wp-content/uploads/2014/11/155040-e1430862101319.jpg,1923,1920s,1,male,Young Adult,portrait
8,arts,https://api.time.com/wp-content/uploads/2014/11/155041.jpg,1923,1920s,1,male,Senior,waist-up
9,arts,https://api.time.com/wp-content/uploads/2014/11/155053.jpg,1924,1920s,1,male,Young Adult,portrait
10,arts,https://api.time.com/wp-content/uploads/2014/11/155061.jpg,1924,1920s,1,male,Young Adult,portrait
11,arts,https://api.time.com/wp-content/uploads/2014/11/155062.jpg,1924,1920s,1,male,Young Adult,portrait
12,arts,https://api.time.com/wp-content/uploads/2014/11/155087-e1440788279476.jpg,1924,1920s,1,female,Young Adult,portrait
13,arts,https://api.time.com/wp-content/uploads/2014/11/155099-e1563987708746.jpg,1925,1920s,1,male,Middle-Aged,portrait
14,arts,https://api.time.com/wp-content/uploads/2014/11/1550103-e1419289223915.jpg,1925,1920s,1,male,Young Adult,waist-up
15,arts,https://api.time.com/wp-content/uploads/2014/11/1550108.jpg,1925,1920s,1,male,Middle-Aged,portrait
16,arts,https://api.time.com/wp-content/uploads/2014/11/1550121-e1563990008676.jpg,1925,1920s,1,male,Young Adult,waist-up
17,arts,https://api.time.com/wp-content/uploads/2014/11/1550123-e1563990201677.jpg,1925,1920s,1,male,Young Adult,portrait
18,arts,https://api.time.com/wp-content/uploads/2014/11/1550153-e1487110455974.jpg,1926,1920s,1,female,Young Adult,portrait
19,arts,https://api.time.com/wp-content/uploads/2014/11/1550155.jpg,1926,1920s,1,female,Young Adult,waist-up
20,arts,https://api.time.com/wp-content/uploads/2014/11/1550163.jpg,1926,1920s,1,female,Young Adult,portrait
21,arts,https://api.time.com/wp-content/uploads/2014/11/1550185-e1419288941901.jpg,1926,1920s,1,male,Senior,waist-up
22,arts,https://api.time.com/wp-content/uploads/2014/11/1550210.jpg,1927,1920s,1,male,Middle-Aged,portrait
23,arts,https://api.time.com/wp-content/uploads/2014/11/1550211.jpg,1927,1920s,1,male,Middle-Aged,portrait
24,arts,https://api.time.com/wp-content/uploads/2014/11/1550213.jpg,1927,1920s,1,female,Middle-Aged,waist-up
25,arts,https://api.time.com/wp-content/uploads/2014/11/1550215.jpg,1927,1920s,1,male,Middle-Aged,portrait
26,arts,https://api.time.com/wp-content/uploads/2014/11/1550251.jpg,1928,1920s,1,male,Middle-Aged,portrait
27,arts,https://api.time.com/wp-content/uploads/2014/11/1550254.jpg,1928,1920s,1,male,Middle-Aged,portrait
28,arts,https://api.time.com/wp-content/uploads/2014/11/1550267.jpg,1928,1920s,1,male,Senior,portrait
29,arts,https://api.time.com/wp-content/uploads/2014/11/1550279-e1419884875385.jpg,1928,1920s,1,male,Middle-Aged,portrait
30,arts,https://api.time.com/wp-content/uploads/2014/11/1550283.jpg,1928,1920s,1,male,Middle-Aged,waist-up
31,arts,https://api.time.com/wp-content/uploads/2014/11/1550307.jpg,1929,1920s,1,male,Young Adult,waist-up
32,arts,https://api.time.com/wp-content/uploads/2014/11/1550313.jpg,1929,1920s,1,male,Senior,portrait
33,arts,https://api.time.com/wp-content/uploads/2014/11/1550342-e1419288879678.jpg,1929,1920s,1,male,Senior,portrait
35,arts,https://api.time.com/wp-content/uploads/2014/11/1550368.jpg,1930,1930s,1,male,Middle-Aged,portrait
36,arts,https://api.time.com/wp-content/uploads/2014/11/1550396-e1423594339256.jpg,1930,1930s,1,male,Senior,portrait
37,arts,https://api.time.com/wp-content/uploads/2014/11/1550418.jpg,1931,1930s,1,male,Young Adult,portrait
38,arts,https://api.time.com/wp-content/uploads/2014/11/1550435-e1420742500721.jpg,1931,1930s,1,female,Middle-Aged,waist-up
39,arts,https://api.time.com/wp-content/uploads/2014/11/1550463-e1487713120897.jpg,1932,1930s,1,male,Youth,waist-up
40,arts,https://api.time.com/wp-content/uploads/2014/11/1550469-e1419288838461.jpg,1932,1930s,1,male,Middle-Aged,portrait
43,arts,https://api.time.com/wp-content/uploads/2014/11/1550542-e1419288789573.jpg,1933,1930s,1,female,Middle-Aged,waist-up
44,arts,https://api.time.com/wp-content/uploads/2014/11/1550560-e1434402450632.jpg,1934,1930s,1,male,Middle-Aged,portrait
45,arts,https://api.time.com/wp-content/uploads/2014/11/1550568.jpg,1934,1930s,1,male,Middle-Aged,waist-up
46,arts,https://api.time.com/wp-content/uploads/2014/11/1550569.jpg,1934,1930s,1,male,Middle-Aged,portrait
47,arts,https://api.time.com/wp-content/uploads/2014/11/1550577.jpg,1934,1930s,1,male,Young Adult,waist-up
48,arts,https://api.time.com/wp-content/uploads/2014/11/1550588-e1419884948207.jpg,1934,1930s,1,female,Young Adult,portrait
49,arts,https://api.time.com/wp-content/uploads/2014/11/1550598.jpg,1934,1930s,1,male,Middle-Aged,waist-up
50,arts,https://api.time.com/wp-content/uploads/2014/11/1550605.jpg,1934,1930s,1,male,Young Adult,portrait
52,arts,https://api.time.com/wp-content/uploads/2014/11/1550629.jpg,1935,1930s,1,female,Young Adult,portrait
53,arts,https://api.time.com/wp-content/uploads/2014/11/1550640-e1439237021986.jpg,1935,1930s,1,female,Young Adult,full body
55,arts,https://api.time.com/wp-content/uploads/2014/11/1550692-e1441051715384.jpg,1936,1930s,1,male,Young Adult,portrait
56,arts,https://api.time.com/wp-content/uploads/2014/11/1550705-e1440788275709.jpg,1936,1930s,1,female,Young Adult,portrait
57,arts,https://api.time.com/wp-content/uploads/2014/11/1550707-e1423594408381.jpg,1936,1930s,1,male,Young Adult,portrait
58,arts,https://api.time.com/wp-content/uploads/2014/11/1550722-e1426801554735.jpg,1937,1930s,1,male,Young Adult,waist-up
59,arts,https://api.time.com/wp-content/uploads/2014/11/1550724-e1420742497721.jpg,1937,1930s,1,male,Young Adult,waist-up
61,arts,https://api.time.com/wp-content/uploads/2014/11/1550761-e1416248619640.jpg,1937,1930s,1,male,Young Adult,waist-up
62,arts,https://api.time.com/wp-content/uploads/2014/11/1550774-e1440788273528.jpg,1938,1930s,1,female,Young Adult,waist-up
63,arts,https://api.time.com/wp-content/uploads/2014/11/1550777.jpg,1938,1930s,1,male,Young Adult,waist-up
64,arts,https://api.time.com/wp-content/uploads/2014/11/1550780-e1430859358196.jpg,1938,1930s,1,male,Senior,portrait
65,arts,https://api.time.com/wp-content/uploads/2014/11/1550792-e1430944668514.jpg,1938,1930s,1,male,Young Adult,waist-up
66,arts,https://api.time.com/wp-content/uploads/2014/11/1550809-e1512431571267.jpg,1938,1930s,1,male,Young Adult,waist-up
67,arts,https://api.time.com/wp-content/uploads/2014/11/1550818-e1423594604548.jpg,1939,1930s,1,male,Young Adult,waist-up
68,arts,https://api.time.com/wp-content/uploads/2014/11/1550840-e1468619076864.jpg,1939,1930s,1,female,Young Adult,full body
69,arts,https://api.time.com/wp-content/uploads/2014/11/1550862-e1418420916303.jpg,1939,1930s,1,female,Young Adult,portrait
70,arts,https://api.time.com/wp-content/uploads/2014/11/1550866-e1424205540503.jpg,1940,1940s,1,female,Young Adult,waist-up
71,arts,https://api.time.com/wp-content/uploads/2014/11/1550874.jpg,1940,1940s,1,male,Young Adult,portrait
72,arts,https://api.time.com/wp-content/uploads/2014/11/1550908-e1429211544826.jpg,1940,1940s,1,male,Young Adult,waist-up
74,arts,https://api.time.com/wp-content/uploads/2014/11/1550923.jpg,1941,1940s,1,male,Young Adult,portrait
76,arts,https://api.time.com/wp-content/uploads/2014/11/1550959-e1440788269715.jpg,1941,1940s,1,female,Young Adult,full body
77,arts,https://api.time.com/wp-content/uploads/2014/11/1550995.jpg,1942,1940s,1,male,Young Adult,portrait
78,arts,https://api.time.com/wp-content/uploads/2014/11/15501031.jpg,1943,1940s,1,male,Middle-Aged,portrait
79,arts,https://api.time.com/wp-content/uploads/2014/11/15501142-e1466112110149.jpg,1945,1940s,1,male,Young Adult,waist-up
80,arts,https://api.time.com/wp-content/uploads/2014/11/15501163-e1416350455180.jpg,1945,1940s,1,male,Senior,portrait
81,arts,https://api.time.com/wp-content/uploads/2014/11/15501172.jpg,1946,1940s,1,female,Young Adult,portrait
83,arts,https://api.time.com/wp-content/uploads/2014/11/15501182.jpg,1946,1940s,1,male,Young Adult,portrait
84,arts,https://api.time.com/wp-content/uploads/2014/11/15501213-e1424205537345.jpg,1946,1940s,1,female,Young Adult,portrait
85,arts,https://api.time.com/wp-content/uploads/2014/11/15501220-e1424205535957.jpg,1946,1940s,1,female,Young Adult,portrait
86,arts,https://api.time.com/wp-content/uploads/2014/11/15501233-e1491510600646.jpg,1947,1940s,1,male,Young Adult,portrait
88,arts,https://api.time.com/wp-content/uploads/2014/11/15501241.jpg,1947,1940s,1,male,Middle-Aged,portrait
89,arts,https://api.time.com/wp-content/uploads/2014/11/15501249-e1501189865652.jpg,1947,1940s,1,female,Young Adult,portrait
90,arts,https://api.time.com/wp-content/uploads/2014/11/15501268-e1420742371548.jpg,1947,1940s,1,female,Middle-Aged,portrait
91,arts,https://api.time.com/wp-content/uploads/2014/11/15501273-e1515713324406.jpg,1948,1940s,1,male,Young Adult,portrait
92,arts,https://api.time.com/wp-content/uploads/2014/11/15501275.jpg,1948,1940s,1,male,Senior,portrait
93,arts,https://api.time.com/wp-content/uploads/2014/11/15501288-e1524679727741.jpg,1948,1940s,1,male,Senior,portrait
94,arts,https://api.time.com/wp-content/uploads/2014/11/15501293.jpg,1948,1940s,1,male,Senior,portrait
95,arts,https://api.time.com/wp-content/uploads/2014/11/15501305-e1534977455681.jpg,1948,1940s,1,female,Young Adult,waist-up
97,arts,https://api.time.com/wp-content/uploads/2014/11/15501337-e1423594747480.jpg,1949,1940s,1,male,Senior,portrait
98,arts,https://api.time.com/wp-content/uploads/2014/11/15501343-e1557953790935.jpg,1949,1940s,1,male,Young Adult,portrait
99,arts,https://api.time.com/wp-content/uploads/2014/11/15501356-e1429898509518.jpg,1949,1940s,1,male,Senior,portrait
100,arts,https://api.time.com/wp-content/uploads/2014/11/15501357-e1440788267525.jpg,1949,1940s,1,female,Young Adult,portrait
125,arts,https://api.time.com/wp-content/uploads/2014/11/15501385-e1419288628533.jpg,1950,1950s,1,male,Senior,portrait
126,arts,https://api.time.com/wp-content/uploads/2014/11/15501416-e1419288591379.jpg,1950,1950s,1,male,Senior,portrait
128,arts,https://api.time.com/wp-content/uploads/2014/11/15501490.jpg,1952,1950s,1,male,Middle-Aged,portrait
130,arts,https://api.time.com/wp-content/uploads/2014/11/15501633-e1437423898462.jpg,1954,1950s,1,male,Senior,face
132,arts,https://api.time.com/wp-content/uploads/2014/11/15501804.jpg,1958,1950s,1,male,Middle-Aged,face
134,arts,https://api.time.com/wp-content/uploads/2014/11/15501960-e1420742368679.jpg,1961,1960s,1,male,Young Adult,waist-up
135,arts,https://api.time.com/wp-content/uploads/2014/11/15502012-e1419289023324.jpg,1962,1960s,1,male,Young Adult,portrait
136,arts,https://api.time.com/wp-content/uploads/2014/11/15502114-e1522104739631.jpg,1964,1960s,1,male,Middle-Aged,waist-up
137,arts,https://api.time.com/wp-content/uploads/2014/11/15502255.jpg,1966,1960s,1,male,Senior,portrait
139,arts,https://api.time.com/wp-content/uploads/2014/11/15502326.jpg,1968,1960s,1,male,Young Adult,portrait
141,arts,https://api.time.com/wp-content/uploads/2014/11/15502383-e1416940254940.jpg,1969,1960s,1,male,Senior,face
142,arts,https://api.time.com/wp-content/uploads/2014/11/15502426.jpg,1970,1970s,1,male,Middle-Aged,face
147,arts,https://api.time.com/wp-content/uploads/2014/11/15502730.jpg,1976,1970s,1,male,Middle-Aged,portrait
148,arts,https://api.time.com/wp-content/uploads/2014/11/15502785.jpg,1977,1970s,1,female,Young Adult,portrait
149,arts,https://api.time.com/wp-content/uploads/2014/11/15502814-e1506986149586.jpg,1977,1970s,1,male,Young Adult,portrait
150,arts,https://api.time.com/wp-content/uploads/2014/11/15502859.jpg,1978,1970s,1,male,Middle-Aged,portrait
151,arts,https://api.time.com/wp-content/uploads/2014/11/15503008-e1472591025446.jpg,1981,1980s,1,male,Young Adult,waist-up
152,arts,https://api.time.com/wp-content/uploads/2014/11/15503034.jpg,1982,1980s,1,male,Middle-Aged,portrait
153,arts,https://api.time.com/wp-content/uploads/2014/11/15503067-e1476742285176.jpg,1982,1980s,1,male,Middle-Aged,portrait
154,arts,https://api.time.com/wp-content/uploads/2014/11/15503097.jpg,1983,1980s,1,male,Young Adult,waist-up
155,arts,https://api.time.com/wp-content/uploads/2014/11/15503157-e1420742610942.jpg,1984,1980s,1,female,Young Adult,portrait
156,arts,https://api.time.com/wp-content/uploads/2014/11/15503454.jpg,1990,1990s,1,male,Middle-Aged,portrait
157,arts,https://api.time.com/wp-content/uploads/2014/11/15503509.jpg,1991,1990s,1,female,Middle-Aged,portrait
158,arts,https://api.time.com/wp-content/uploads/2014/11/15503666.jpg,1994,1990s,1,male,Middle-Aged,portrait
159,arts,https://api.time.com/wp-content/uploads/2014/11/15503893-e1507152197254.jpg,1998,1990s,1,female,Young Adult,portrait
160,arts,https://api.time.com/wp-content/uploads/2014/11/15503940.jpg,1999,1990s,1,male,Young Adult,portrait
161,arts,https://api.time.com/wp-content/uploads/2014/11/15503967.jpg,2000,2000s,1,male,Young Adult,portrait
163,arts,https://api.time.com/wp-content/uploads/2014/11/15504250.jpg,2006,2000s,1,male,Young Adult,portrait
164,arts,https://api.time.com/wp-content/uploads/2014/11/15504337.jpg,2008,2000s,1,male,Middle-Aged,face
165,arts,https://api.time.com/wp-content/uploads/2014/11/15504411.jpg,2010,2010s,1,male,Young Adult,portrait
166,arts,https://api.time.com/wp-content/uploads/2014/01/seth-meyers-cover-0114.jpg,2014,2010s,1,male,Middle-Aged,portrait
167,arts,https://api.time.com/wp-content/uploads/2017/04/sandberg-final.jpg,2017,2010s,1,female,Young Adult,face
168,arts,https://api.time.com/wp-content/uploads/2019/02/cicely.cover_.final_.jpg,2019,2010s,1,female,Middle-Aged,waist-up
169,arts,https://api.time.com/wp-content/uploads/2019/06/tim190708v1_colson.cover_.jpg,2019,2010s,1,male,Young Adult,face
171,arts,https://api.time.com/wp-content/uploads/2014/11/15501369-e1422561042394.jpg,1949,1940s,1,female,Young Adult,portrait
172,arts,https://api.time.com/wp-content/uploads/2014/11/15501587-e1422561040187.jpg,1954,1950s,1,male,Middle-Aged,portrait
173,arts,https://api.time.com/wp-content/uploads/2014/11/15502170-e1422561038228.jpg,1965,1960s,1,female,Young Adult,face
174,arts,https://api.time.com/wp-content/uploads/2014/11/15502320-e1422561035175.jpg,1968,1960s,1,female,Young Adult,portrait
176,arts,https://api.time.com/wp-content/uploads/2014/11/15503689-e1422561031651.jpg,1994,1990s,1,male,Young Adult,portrait
181,arts,https://api.time.com/wp-content/uploads/2014/11/15501747-e1419884993451.jpg,1957,1950s,1,male,Middle-Aged,portrait
184,arts,https://api.time.com/wp-content/uploads/2014/11/15502733.jpg,1976,1970s,1,female,Young Adult,waist-up
186,arts,https://api.time.com/wp-content/uploads/2014/11/15502836.jpg,1978,1970s,1,female,Young Adult,portrait
189,arts,https://api.time.com/wp-content/uploads/2014/11/15503164-e1416867902197.jpg,1984,1980s,1,female,Young Adult,portrait
190,arts,https://api.time.com/wp-content/uploads/2014/11/15503267-e1419885183286.jpg,1986,1980s,1,male,Middle-Aged,portrait
191,arts,https://api.time.com/wp-content/uploads/2014/11/15503715-e1419885360612.jpg,1995,1990s,1,female,Young Adult,waist-up
204,arts,https://api.time.com/wp-content/uploads/2014/11/15501583-e1423594898393.jpg,1953,1950s,1,male,Senior,portrait
206,arts,https://api.time.com/wp-content/uploads/2014/11/15501878-e1423594978971.jpg,1959,1950s,1,male,Young Adult,waist-up
210,arts,https://api.time.com/wp-content/uploads/2014/11/15502298-e1423595167712.jpg,1967,1960s,1,male,Middle-Aged,full body
211,arts,https://api.time.com/wp-content/uploads/2014/11/15502540-e1416859836645.jpg,1972,1970s,1,male,Young Adult,portrait
213,arts,https://api.time.com/wp-content/uploads/2014/11/15502841-e1423595335766.jpg,1978,1970s,1,male,Young Adult,portrait
214,arts,https://api.time.com/wp-content/uploads/2014/11/15502909-e1416859782933.jpg,1979,1970s,1,male,Middle-Aged,portrait
216,arts,https://api.time.com/wp-content/uploads/2014/11/15503265-e1423595429444.jpg,1986,1980s,1,female,Young Adult,portrait
244,arts,https://api.time.com/wp-content/uploads/2014/11/15501392.jpg,1950,1950s,1,female,Young Adult,portrait
245,arts,https://api.time.com/wp-content/uploads/2014/11/15501442.jpg,1951,1950s,1,female,Young Adult,portrait
246,arts,https://api.time.com/wp-content/uploads/2014/11/15501480.jpg,1951,1950s,1,male,Middle-Aged,portrait
248,arts,https://api.time.com/wp-content/uploads/2014/11/15501492.jpg,1952,1950s,1,male,Senior,portrait
249,arts,https://api.time.com/wp-content/uploads/2014/11/15501544.jpg,1953,1950s,1,female,Young Adult,portrait
250,arts,https://api.time.com/wp-content/uploads/2014/11/15501554-e1528399340276.jpg,1953,1950s,1,female,Young Adult,waist-up
251,arts,https://api.time.com/wp-content/uploads/2014/11/15501567.jpg,1953,1950s,1,female,Young Adult,portrait
252,arts,https://api.time.com/wp-content/uploads/2014/11/15501606-e1465251345795.jpg,1954,1950s,1,male,Middle-Aged,portrait
253,arts,https://api.time.com/wp-content/uploads/2014/11/15501640-e1485818086972.jpg,1955,1950s,1,female,Young Adult,portrait
256,arts,https://api.time.com/wp-content/uploads/2014/11/15501865-e1564067808192.jpg,1959,1950s,1,female,Young Adult,portrait
258,arts,https://api.time.com/wp-content/uploads/2014/11/15501922.jpg,1960,1960s,1,male,Senior,portrait
259,arts,https://api.time.com/wp-content/uploads/2014/11/15502011-e1459887785289.jpg,1962,1960s,1,female,Young Adult,portrait
261,arts,https://api.time.com/wp-content/uploads/2014/11/15502116.jpg,1964,1960s,1,female,Young Adult,portrait
262,arts,https://api.time.com/wp-content/uploads/2014/11/15502164.jpg,1965,1960s,1,female,Young Adult,face
263,arts,https://api.time.com/wp-content/uploads/2014/11/15502306.jpg,1967,1960s,1,female,Young Adult,portrait
264,arts,https://api.time.com/wp-content/uploads/2014/11/15502392-e1422303049892.jpg,1969,1960s,1,male,Middle-Aged,full body
271,arts,https://api.time.com/wp-content/uploads/2014/11/15502765-e1540419026350.jpg,1976,1970s,1,female,Young Adult,full body
272,arts,https://api.time.com/wp-content/uploads/2014/11/15502787-e1490646617286.jpg,1977,1970s,1,female,Young Adult,portrait
274,arts,https://api.time.com/wp-content/uploads/2014/11/15502892.jpg,1979,1970s,1,male,Young Adult,portrait
277,arts,https://api.time.com/wp-content/uploads/2014/11/15503009-e1418769168385.jpg,1981,1980s,1,female,Young Adult,portrait
278,arts,https://api.time.com/wp-content/uploads/2014/11/15503074-e1449270300961.jpg,1982,1980s,1,male,Middle-Aged,face
283,arts,https://api.time.com/wp-content/uploads/2014/11/15503253.jpg,1986,1980s,1,female,Young Adult,portrait
285,arts,https://api.time.com/wp-content/uploads/2014/11/15503292.jpg,1987,1980s,1,female,Young Adult,portrait
290,arts,https://api.time.com/wp-content/uploads/2014/11/15503778-e1467389813877.jpg,1996,1990s,1,male,Young Adult,portrait
292,arts,https://api.time.com/wp-content/uploads/2014/11/15503822-e1434055643281.jpg,1997,1990s,1,male,Young Adult,waist-up
293,arts,https://api.time.com/wp-content/uploads/2014/11/15503875-e1496269266753.jpg,1998,1990s,1,male,Young Adult,portrait
299,arts,https://api.time.com/wp-content/uploads/2014/11/15503962-e1519162349439.jpg,2000,2000s,1,male,Young Adult,face
301,arts,https://api.time.com/wp-content/uploads/2014/11/15504073.jpg,2002,2000s,1,male,Young Adult,portrait
303,arts,https://api.time.com/wp-content/uploads/2014/11/15504081-e1435091334515.jpg,2002,2000s,1,male,Young Adult,face
306,arts,https://api.time.com/wp-content/uploads/2014/11/15504360.jpg,2009,2000s,1,female,Young Adult,face
307,arts,https://api.time.com/wp-content/uploads/2014/11/15504396.jpg,2010,2010s,1,male,Young Adult,waist-up
308,arts,https://api.time.com/wp-content/uploads/2014/11/15504485.jpg,2012,2010s,1,male,Middle-Aged,face
309,arts,https://api.time.com/wp-content/uploads/2014/11/15504496.jpg,2013,2010s,1,female,Young Adult,waist-up
311,arts,https://api.time.com/wp-content/uploads/2014/08/final-williams-cover.jpg,2014,2010s,1,male,Young Adult,full body
314,arts,https://api.time.com/wp-content/uploads/2017/10/g9510-20_harvey-coverfinal2.jpg,2017,2010s,1,male,Middle-Aged,face
316,arts,https://api.time.com/wp-content/uploads/2018/02/hk_g1500_blackpanther0219.jpg,2018,2010s,1,male,Young Adult,portrait
317,arts,https://api.time.com/wp-content/uploads/2018/02/greta-cover-final.jpg,2018,2010s,1,female,Young Adult,waist-up
318,arts,https://api.time.com/wp-content/uploads/2018/08/time-magazine-cover-spike-lee-carrie-mae-weems.jpg,2018,2010s,1,male,Middle-Aged,face
343,arts,https://api.time.com/wp-content/uploads/2014/11/15501393.jpg,1950,1950s,1,male,Young Adult,portrait
344,arts,https://api.time.com/wp-content/uploads/2014/11/15501539-e1456237625596.jpg,1953,1950s,1,female,Young Adult,portrait
345,arts,https://api.time.com/wp-content/uploads/2014/11/15501628-e1510090853395.jpg,1954,1950s,1,male,Young Adult,portrait
346,arts,https://api.time.com/wp-content/uploads/2014/11/15501669-e1472249735872.jpg,1955,1950s,1,male,Young Adult,portrait
347,arts,https://api.time.com/wp-content/uploads/2014/11/15501730-e1424205623937.jpg,1956,1950s,1,female,Young Adult,portrait
348,arts,https://api.time.com/wp-content/uploads/2014/11/15501743-e1429211538260.jpg,1957,1950s,1,female,Young Adult,waist-up
349,arts,https://api.time.com/wp-content/uploads/2014/11/15501809.jpg,1958,1950s,1,male,Young Adult,portrait
351,arts,https://api.time.com/wp-content/uploads/2014/11/15502044-e1479848450446.jpg,1962,1960s,1,female,Young Adult,full body
352,arts,https://api.time.com/wp-content/uploads/2014/11/15502057-e1429211530115.jpg,1963,1960s,1,male,Middle-Aged,portrait
353,arts,https://api.time.com/wp-content/uploads/2014/11/15502110.jpg,1964,1960s,1,male,Young Adult,portrait
355,arts,https://api.time.com/wp-content/uploads/2014/11/15502153.jpg,1964,1960s,1,female,Middle-Aged,portrait
358,arts,https://api.time.com/wp-content/uploads/2014/11/15502312-e1429211674172.jpg,1968,1960s,1,male,Young Adult,portrait
359,arts,https://api.time.com/wp-content/uploads/2014/11/15502471-e1422476289428.jpg,1971,1970s,1,female,Young Adult,portrait
360,arts,https://api.time.com/wp-content/uploads/2014/11/15502509-e1424205619705.jpg,1971,1970s,1,female,Middle-Aged,portrait
361,arts,https://api.time.com/wp-content/uploads/2014/11/15502573-e1518214986822.jpg,1973,1970s,1,female,Young Adult,portrait
362,arts,https://api.time.com/wp-content/uploads/2014/11/15502585-e1429211528983.jpg,1973,1970s,1,male,Middle-Aged,portrait
363,arts,https://api.time.com/wp-content/uploads/2014/11/15502636.jpg,1974,1970s,1,male,Middle-Aged,face
364,arts,https://api.time.com/wp-content/uploads/2014/11/15502668-e1422476090266.jpg,1974,1970s,1,female,Young Adult,portrait
365,arts,https://api.time.com/wp-content/uploads/2014/11/15502680-e1458159744548.jpg,1975,1970s,1,female,Young Adult,waist-up
367,arts,https://api.time.com/wp-content/uploads/2014/11/15502712-e1422476005305.jpg,1975,1970s,1,male,Young Adult,portrait
368,arts,https://api.time.com/wp-content/uploads/2014/11/15502743-e1422475946762.jpg,1976,1970s,1,female,Young Adult,portrait
370,arts,https://api.time.com/wp-content/uploads/2014/11/15502783-e1422475887838.jpg,1977,1970s,1,female,Young Adult,portrait
372,arts,https://api.time.com/wp-content/uploads/2014/11/15502912-e1424205621654.jpg,1979,1970s,1,male,Young Adult,face
374,arts,https://api.time.com/wp-content/uploads/2014/11/15502972-e1419881652762.jpg,1980,1980s,1,male,Middle-Aged,portrait
376,arts,https://api.time.com/wp-content/uploads/2014/11/15503106-e1452547749977.jpg,1983,1980s,1,female,Young Adult,portrait
378,arts,https://api.time.com/wp-content/uploads/2014/11/15503204.jpg,1985,1980s,1,female,Young Adult,portrait
379,arts,https://api.time.com/wp-content/uploads/2014/11/15503250.jpg,1986,1980s,1,male,Middle-Aged,portrait
383,arts,https://api.time.com/wp-content/uploads/2014/11/15503483.jpg,1990,1990s,1,male,Young Adult,waist-up
384,arts,https://api.time.com/wp-content/uploads/2014/11/15503640-e1564072967461.jpg,1993,1990s,1,male,Young Adult,portrait
385,arts,https://api.time.com/wp-content/uploads/2014/11/15503874-e1419881562164.jpg,1998,1990s,1,male,Young Adult,full body
386,arts,https://api.time.com/wp-content/uploads/2014/11/15503910-e1518035020180.jpg,1999,1990s,1,female,Young Adult,portrait
388,arts,https://api.time.com/wp-content/uploads/2014/11/15503994-e1475264682712.jpg,2000,2000s,1,male,Young Adult,waist-up
389,arts,https://api.time.com/wp-content/uploads/2014/11/15504054-e1419881471607.jpg,2001,2000s,1,male,Young Adult,waist-up
390,arts,https://api.time.com/wp-content/uploads/2014/11/15504065.jpg,2002,2000s,1,male,Young Adult,waist-up
391,arts,https://api.time.com/wp-content/uploads/2014/11/15504146-e1419881480883.jpg,2003,2000s,1,male,Middle-Aged,face
392,arts,https://api.time.com/wp-content/uploads/2014/11/15504226.jpg,2005,2000s,1,male,Young Adult,waist-up
396,arts,https://api.time.com/wp-content/uploads/2015/12/adele-final.jpg,2015,2010s,1,female,Young Adult,portrait
397,arts,https://api.time.com/wp-content/uploads/2016/01/bowie-final.jpg,2016,2010s,1,female,Young Adult,full body
399,arts,https://api.time.com/wp-content/uploads/2019/08/tim190826v1_lilnas.coverfinal.jpg,2019,2010s,1,male,Young Adult,full body
415,arts,https://api.time.com/wp-content/uploads/2014/11/15501925-e1471035014268.jpg,1960,1960s,1,male,Young Adult,portrait
427,arts,https://api.time.com/wp-content/uploads/2014/11/15502735.jpg,1976,1970s,1,female,Young Adult,portrait
432,arts,https://api.time.com/wp-content/uploads/2014/11/15503352-e1417636649442.jpg,1988,1980s,1,male,Young Adult,portrait
441,arts,https://api.time.com/wp-content/uploads/2014/11/15503817-e1428942535630.jpg,1997,1990s,1,female,Young Adult,waist-up
450,arts,https://api.time.com/wp-content/uploads/2016/09/time_20050328.jpg,2005,2000s,1,female,Young Adult,waist-up
456,arts,https://api.time.com/wp-content/uploads/2015/08/colbert-cover-final1.jpg,2015,2010s,1,male,Middle-Aged,face
458,arts,https://api.time.com/wp-content/uploads/2016/01/barbie-cover-final.jpg,2016,2010s,1,female,Young Adult,full body
463,arts,https://api.time.com/wp-content/uploads/2018/05/time-offenders-cover.jpg,2018,2010s,1,male,Middle-Aged,waist-up
468,arts,https://api.time.com/wp-content/uploads/2014/11/15501500.jpg,1952,1950s,1,female,Young Adult,portrait
469,arts,https://api.time.com/wp-content/uploads/2014/11/15501676-e1508190053683.jpg,1955,1950s,1,male,Middle-Aged,portrait
470,arts,https://api.time.com/wp-content/uploads/2014/11/15501822-e1420832656441.jpg,1958,1950s,1,male,Young Adult,face
474,arts,https://api.time.com/wp-content/uploads/2014/11/15502246-e1420739704594.jpg,1966,1960s,1,male,Middle-Aged,portrait
479,arts,https://api.time.com/wp-content/uploads/2014/11/15502485-e1420832586574.jpg,1971,1970s,1,male,Young Adult,portrait
481,arts,https://api.time.com/wp-content/uploads/2014/11/15502613-e1420833151635.jpg,1973,1970s,1,male,Middle-Aged,waist-up
